"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"1499",1,2014-03-03,315,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",44
"1500",2,2014-03-03,1005,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",45
"1501",2,2014-03-03,1005,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",17
"1502",1,2014-03-03,1344,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",48
"1503",1,2014-03-03,1429,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Female",67
"1504",2,2014-03-05,655,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",20
"1505",2,2014-03-05,655,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",27
"1506",2,2014-03-05,840,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Unknown",9,1,3,"Female",31
"1507",2,2014-03-05,840,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Unknown",9,1,3,"Female",62
"1508",3,2014-03-06,5,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",56
"1509",2,2014-03-06,849,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",57
"1510",2,2014-03-06,745,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Unknown",9,1,3,"Female",38
"1511",2,2014-03-07,1400,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",17
"1512",2,2014-03-07,1710,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",38
"1513",1,2014-03-08,249,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,1,"Male",58
"1514",1,2014-03-10,1535,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,3,3,"Male",38
"1515",3,2014-03-11,1208,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",22
"1516",3,2014-03-11,1208,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Male",27
"1517",1,2014-03-11,1258,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",32
"1518",1,2014-03-11,1258,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",70
"1519",1,2014-03-11,1258,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,2,"Female",52
"1520",3,2014-03-11,1650,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",26
"1521",2,2014-03-16,1530,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",39
"1522",2,2014-03-16,1530,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",45
"1523",2,2014-03-16,1530,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",10
"1524",2,2014-03-16,1530,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",6
"1525",1,2014-03-16,1720,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",41
"1526",2,2014-03-17,348,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",25
"1527",2,2014-03-17,2110,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",3,1,2,"Female",56
"1528",2,2014-03-18,926,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",58
"1529",2,2014-03-18,1200,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",50
"1530",1,2014-03-20,818,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",73
"1531",2,2014-03-21,1220,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",21
"1532",2,2014-03-22,1913,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",29
"1533",2,2014-03-23,1045,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",87
"1534",2,2014-03-23,1045,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",50
"1535",1,2014-03-23,1315,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",13
"1536",2,2014-03-24,816,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,1,3,"Female",45
"1537",2,2014-03-24,816,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",43
"1538",2,2014-03-24,1800,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",27
"1539",2,2014-03-25,1055,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,3,"Male",17
"1540",2,2014-03-26,720,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,2,"Male",26
"1541",1,2014-02-22,2130,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,2,"Female",53
"1542",2,2014-03-28,640,"A","Flood","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",41
"1543",2,2014-03-28,640,"A","Flood","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",43
"1544",2,2014-03-28,640,"A","Flood","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",23
"1545",2,2014-03-28,640,"A","Flood","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",23
"1546",2,2014-03-28,1500,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",39
"1547",3,2014-03-29,1100,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",53
"1548",2,2014-01-01,435,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",22
"1549",1,2014-01-02,1555,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,3,3,"Male",81
"1550",1,2014-01-03,805,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",50
"1551",1,2014-01-03,805,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",40
"1552",2,2014-01-02,1320,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,3,"Male",18
"1553",1,2014-01-04,1630,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",6
"1554",2,2014-01-05,1610,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",3,1,3,"Male",17
"1555",2,2014-01-05,2230,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",8,1,3,"Male",39
"1556",2,2014-01-09,158,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,2,3,"Male",26
"1557",2,2014-01-08,1510,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Male",42
"1558",3,2014-01-09,1840,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,2,"Male",27
"1559",2,2014-01-11,1050,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",22
"1560",2,2014-01-13,845,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",9
"1561",2,2014-01-14,1350,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",NA
"1562",2,2014-01-14,2201,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Male",73
"1563",2,2014-01-14,2201,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Male",32
"1564",2,2014-01-14,2201,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,2,3,"Female",76
"1565",2,2014-01-14,1905,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",24
"1566",2,2014-01-14,1905,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",58
"1567",4,2014-01-15,1705,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",43
"1568",4,2014-01-15,1705,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",28
"1569",4,2014-01-15,1705,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",59
"1570",4,2014-01-15,1705,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",27
"1571",4,2014-01-15,1705,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",50
"1572",2,2014-01-16,655,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",34
"1573",2,2014-01-16,655,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",33
"1574",1,2014-01-16,1730,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",12
"1575",2,2014-01-17,1205,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",20
"1576",2,2014-01-19,1300,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",22
"1577",2,2014-01-19,1605,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",27
"1578",2,2014-01-19,2105,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",44
"1579",3,2014-01-20,1110,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",87
"1580",3,2014-01-20,1110,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",46
"1581",3,2014-01-20,1110,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",71
"1582",2,2014-01-20,2100,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",41
"1583",2,2014-01-20,2100,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",37
"1584",3,2014-01-24,1806,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",32
"1585",3,2014-01-24,1806,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",33
"1586",3,2014-01-24,1806,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",27
"1587",2,2014-01-23,1645,"B","Snow","Daylight: Street Lights Present","Daylight","Snowing, no high winds",9,2,3,"Female",69
"1588",2,2014-01-23,1645,"B","Snow","Daylight: Street Lights Present","Daylight","Snowing, no high winds",9,1,3,"Male",71
"1589",2,2014-01-25,1715,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",9,1,3,"Male",63
"1590",2,2014-04-01,1715,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",42
"1591",1,2014-04-01,2047,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,2,"Male",18
"1592",1,2014-04-03,1300,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Female",84
"1593",1,2014-04-04,323,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",17
"1594",1,2014-04-04,323,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,1,"Male",18
"1595",1,2014-04-04,1525,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",77
"1596",2,2014-04-07,1313,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",20,1,3,"Male",61
"1597",2,2014-04-05,1155,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",44
"1598",2,2014-04-07,1450,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",28
"1599",2,2014-04-07,1816,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, high winds",9,1,3,"Female",40
"1600",2,2014-04-07,1816,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, high winds",9,2,3,"Female",28
"1601",2,2014-04-07,1816,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, high winds",9,1,3,"Male",17
"1602",2,2014-04-08,1128,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",61
"1603",2,2014-02-08,1130,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",48
"1604",1,2014-04-08,1305,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",81
"1605",2,2014-04-08,1708,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,3,"Male",24
"1606",2,2014-04-09,1710,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,3,"Male",18
"1607",2,2014-04-10,455,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",54
"1608",2,2014-04-10,455,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",20
"1609",1,2014-04-10,1545,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",15
"1610",2,2014-04-11,908,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",20
"1611",2,2014-04-11,908,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",36
"1612",1,2014-04-11,2120,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",1,1,3,"Female",44
"1613",1,2014-04-12,1050,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, high winds",5,1,2,"Male",40
"1614",2,2014-04-14,1300,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",24
"1615",2,2014-04-16,913,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",47
"1616",2,2014-04-17,845,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",22
"1617",1,2014-04-17,1230,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",10
"1618",2,2014-04-18,100,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",51
"1619",2,2014-04-18,100,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",20
"1620",2,2014-04-18,100,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",21
"1621",2,2014-04-18,100,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",27
"1622",2,2014-04-18,100,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",18
"1623",3,2014-04-18,1255,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,2,"Male",24
"1624",2,2014-04-18,2115,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",1,1,3,"Male",16
"1625",3,2014-04-19,1755,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",18
"1626",3,2014-04-19,1755,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",24
"1627",3,2014-04-19,1755,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",28
"1628",2,2014-04-21,1245,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,2,"Male",56
"1629",2,2014-04-21,1245,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,2,3,"Female",47
"1630",2,2014-05-02,1805,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,2,"Female",23
"1631",2,2014-05-02,1845,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",26
"1632",2,2014-05-03,1525,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Female",7
"1633",2,2014-05-03,1530,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Female",78
"1634",2,2014-05-03,1530,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",17
"1635",2,2014-05-03,1530,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",18
"1636",1,2014-05-03,2003,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",10
"1637",1,2014-05-03,2003,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",6
"1638",1,2014-05-03,2003,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",29
"1639",1,2014-05-03,2235,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",40
"1640",1,2014-05-04,930,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",30
"1641",3,2014-05-04,1700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",52
"1642",1,2014-05-05,2120,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Male",25
"1643",1,2014-05-05,2120,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,2,3,"Male",33
"1644",2,2014-05-07,755,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",40
"1645",2,2014-05-07,755,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",22
"1646",2,2014-05-07,755,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",22
"1647",2,2014-05-07,1245,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",43
"1648",2,2014-05-09,731,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",27
"1649",2,2014-05-09,731,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Male",30
"1650",2,2014-05-09,731,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",30
"1651",1,2014-05-09,824,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,3,2,"Male",NA
"1652",2,2014-05-09,855,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",27
"1653",2,2014-05-09,855,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",39
"1654",2,2014-05-09,901,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",55
"1655",2,2014-05-09,901,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",45
"1656",1,2014-05-10,715,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,2,"Female",36
"1657",2,2014-05-11,1410,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",38
"1658",2,2014-05-11,1410,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",37
"1659",2,2014-05-11,1820,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",24
"1660",2,2014-05-11,1820,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",26
"1661",2,2014-05-12,1055,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",67
"1662",2,2014-05-12,1055,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",70
"1663",2,2014-05-08,1655,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",42
"1664",1,2014-05-14,1710,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",11
"1665",4,2014-05-15,430,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",70
"1666",2,2014-05-16,653,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",23
"1667",2,2014-05-17,1135,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",32
"1668",2,2014-05-17,1135,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",54
"1669",3,2014-05-17,1728,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",53
"1670",2,2014-05-18,1148,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Female",11
"1671",2,2014-05-18,1330,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",49
"1672",1,2014-05-19,825,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",26
"1673",3,2014-05-19,1045,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",33
"1674",2,2014-05-19,1455,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,3,"Male",57
"1675",2,2014-05-19,1635,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",48
"1676",2,2014-05-19,1900,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",8,2,3,"Female",19
"1677",2,2014-05-19,1900,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",38
"1678",1,2014-05-20,1027,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",8,3,3,"Male",61
"1679",2,2014-05-21,1340,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",82
"1680",2,2014-05-21,1340,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",78
"1681",2,2014-05-22,910,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,2,3,"Male",11
"1682",2,2014-05-22,910,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,1,3,"Female",42
"1683",3,2014-05-24,1413,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",17
"1684",3,2014-05-24,1413,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",13
"1685",3,2014-05-24,1413,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",46
"1686",1,2014-05-25,1610,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,3,3,"Male",16
"1687",4,2014-05-26,2205,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",15
"1688",4,2014-05-26,2205,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",33
"1689",4,2014-05-26,2205,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",33
"1690",2,2014-05-28,712,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",19
"1691",2,2014-05-28,712,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",11,1,3,"Male",55
"1692",2,2014-05-28,712,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",11,2,3,"Female",27
"1693",2,2014-05-28,1014,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",2,1,3,"Male",25
"1694",3,2014-05-29,1600,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",69
"1695",2,2014-05-31,1335,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",27
"1696",1,2014-06-01,1015,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",76
"1697",1,2014-06-01,1015,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,2,"Female",68
"1698",2,2014-06-01,1130,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",49
"1699",2,2014-06-01,1435,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,3,"Male",16
"1700",1,2014-06-01,1451,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",24
"1701",1,2014-06-01,1451,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",38
"1702",1,2014-06-01,1451,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",11
"1703",1,2014-06-01,1451,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",9
"1704",1,2014-06-01,1451,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",12
"1705",2,2014-06-01,1900,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",58
"1706",1,2014-06-02,931,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",41
"1707",1,2014-06-03,900,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",60
"1708",3,2014-06-03,1550,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",47
"1709",2,2014-06-04,1629,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",49
"1710",2,2014-06-08,1650,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",55
"1711",2,2014-06-08,1650,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",98
"1712",1,2014-06-11,2305,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",27
"1713",1,2014-06-13,110,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,2,"Male",18
